Lokalitetsnavn;ObservationsStedNr;ObservationsStedNavn;Dato;Dataleverandør;Dataansvarlig;Beregner;Xutm_Euref89_Zone32;Yutm_Euref89_Zone32;Parameter;Enhed;Resultat;Beregningsmetode;Kontrol;Kvalitet
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110820";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,88391900062561";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110821";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,8827760219574";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110822";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,89042067527771";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110823";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,85159397125244";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110824";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,8227961063385";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110825";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,77305793762207";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110826";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,70223259925842";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110827";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,65643429756165";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110828";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,66284513473511";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110829";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,65533709526062";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110830";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,62474298477173";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110831";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,60019087791443";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110901";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,55792808532715";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110902";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,54936194419861";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110903";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,53750538825989";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110904";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,4140317440033";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110905";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,35604810714722";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110906";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,36214113235474";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110907";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,57023119926453";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110908";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,64757084846497";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110909";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,60435461997986";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110910";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,5333092212677";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110911";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,45744371414185";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110912";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,39734935760498";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110913";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,39972066879272";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110914";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,38398933410645";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110915";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,39329624176025";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110916";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,35774350166321";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110917";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,26924228668213";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110918";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,21713280677795";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110919";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,34474396705627";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110920";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,31751656532288";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110921";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,23881053924561";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110922";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,22297096252441";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110923";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,17796468734741";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110924";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,06896495819092";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110925";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,9533885717392";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110926";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,85370075702667";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110927";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,7692061662674";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110928";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,69019043445587";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110929";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,62818932533264";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20110930";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,71184110641479";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111001";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,53888404369354";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111002";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,4048684835434";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111003";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,35541570186615";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111004";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,29933738708496";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111005";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,23341643810272";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111006";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,33244025707245";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111007";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,84459125995636";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111008";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,8007755279541";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111009";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,6819554567337";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111010";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,88202452659607";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111011";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,44314861297607";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111012";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,53193855285645";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111013";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,37070178985596";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111014";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,14896559715271";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111015";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,97598350048065";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111016";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,8600400686264";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111017";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,76557803153992";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111018";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,85059249401093";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111019";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,32954812049866";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111020";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,35382008552551";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111021";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,18690347671509";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111022";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,03421306610107";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111023";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,92164146900177";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111024";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,82511758804321";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111025";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,73735201358795";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111026";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,66710698604584";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111027";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,63200294971466";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111028";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,57445800304413";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111029";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,52614653110504";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111030";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,49566328525543";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111031";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,47718095779419";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111101";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,45231020450592";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111102";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,41949594020844";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111103";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,39706993103027";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111104";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,36644113063812";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111105";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,32924675941467";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111106";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,29139363765717";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111107";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,26341485977173";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111108";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,24038112163544";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111109";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,24346852302551";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111110";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,22660577297211";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111111";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,19949805736542";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111112";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,16867780685425";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111113";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,14710354804993";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111114";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,1317538022995";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111115";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,12989318370819";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111116";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,1189900636673";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111117";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,1139395236969";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111118";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,10854172706604";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111119";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,09796285629272";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111120";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,09448504447937";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111121";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,08583772182465";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111122";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,08023154735565";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111123";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,06766998767853";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111124";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,05650007724762";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111125";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,05028021335602";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111126";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,0787148475647";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111127";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,16464293003082";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111128";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,43634629249573";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111129";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,34694576263428";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111130";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,28189289569855";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111201";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,27070188522339";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111202";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,35973393917084";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111203";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,61504590511322";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111204";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,25209999084473";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111205";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,62457156181335";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111206";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,47892832756042";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111207";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,34991383552551";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20111208";"Naturstyrelsen";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,26354002952576";"Beregnet ud fra referencestation";"FagK";"GODK"
