Index,Vandløb,Lokation,UTMx,UTMy, longitude, latitude
567,HULEBÆK,HULEBÆK; N.F. BROSKOV,691263,6115086,12.00129283,55.14541896
568,HULEBÆK,HULEBÆK; HULEBÆKSHUS,665255,6134045,11.60478799,55.32497126
569,VIUM MØLLEÅ,VIUM MØLLEÅ; VIUM MØLLE,496881,6280484,8.949108316,56.66847277
570,VIUM MØLLEÅ,VIUM MØLLEÅ; ÅGÅRD,495826,6281012,8.931885687,56.67320807
571,SDR. MØLLE Å,SDR. MØLLE Å; BRUNSHÅB,527826,6253249,9.451100638,56.42297999
572,SDR. MØLLE Å,SDR. MØLLE Å; SDR.MØLLE,525859,6254657,9.419352855,56.43574139
573,RØJEN BÆK,RØJEN BÆK; TALUND,493214,6234789,8.890463302,56.25789859
574,TrappebÆk,TrappebÆk; Karoline Amalie Lund syd,603547,6103484,10.62150801,55.06731887
575,VEJEN Å,VEJEN Å; VED E20,511614,6147079,9.18371052,55.46972216
576,KOLÅ,KOLÅ; KOLÅ BRO,593369,6237858,10.50791369,56.27633852
578,ØRUM Å,ØRUM Å; NEDST. FANNERUP MØLLE,605730,6251717,10.71301843,56.3982071
579,ØRUM Å,ØRUM Å; SYDLIG BRO VED GAMMELMØLLE,604602,6253841,10.69560001,56.41753248
583,Hoven Å,Hoven Å; v. Vejlevej-Sønder Grene Plantage,483991,6190717,8.744225428,55.8617007
584,NORDBORG BÆK,NORDBORG BÆK; S FOR VESTERMØLLE - OS STYRT,547593,6101617,9.745108465,55.0590575
585,SVINNINGE Å,SVINNINGE Å; VEJLE BRO,654077,6179248,11.453931,55.73440741
587,Nørå,Nørå; Mariesmindevej,479092,6286878,8.658334521,56.72545816
588,SKØDBÆK,SKØDBÆK; OS. LEMVIG SØ,458099,6266640,8.318585486,56.54224024
590,Stubber Å,Stubber Å; ns Stubbergård Sø,493760,6258001,8.898725205,56.46645199
591,JERNHYT BÆK,JERNHYT BÆK; MELLEM VOJENS OG NEDER JERNHY,520700,6121600,9.325547136,55.24047424
592,Søderup å,Søderup å; Øst for bro ved vejen fra Ting,509408,6091645,9.146968711,54.97163608
593,ELLERUP BÆK,ELLERUP BÆK; BÆK; VED VEJBRO,547274,6231635,9.762476013,56.22726038
594,KALVEMOSE Å,KALVEMOSE Å; BUTTERUP BRO,664969,6176164,11.62534761,55.70314052
595,KALVEMOSE Å,KALVEMOSE Å; GAMLEBRO,669866,6174365,11.7020688,55.68530409
596,KOBBEL Å,KOBBEL Å; VOGNSERUP ENGE,661026,6174882,11.56191597,55.69295747
597,HUMMEL BÆK,HUMMEL BÆK; HUMMEL BRO,559068,6230935,9.952517167,56.21965369
598,MATTRUP Å,MATTRUP Å; TILLØB STIGSHOLMSØ-AFLØB HALLE,529886,6204369,9.478989977,55.98370008
599,MATTRUP Å,MATTRUP Å; LILLEBRO,538277,6196256,9.612315522,55.91021301
600,MATTRUP Å,MATTRUP Å; AFLØB FRA STIGSHOLMSØ,530980,6203430,9.496414975,55.97519415
603,GRÅSTEN SLOTSSØ; AFLØB,GRÅSTEN SLOTSSØ; AFLØB; AFLØB FRA GRÅSTEN SLOTSSØ,538252,6086487,9.596856179,54.9239072
604,GRENÅEN,GRENÅEN; GRENÅ BY; BRO VED HAVN,618264,6253211,10.91664482,56.40865243
605,tilløb 4 Fruerskov BÆk,tilløb 4 Fruerskov BÆk; tilløb 4 vådomr Rønshoved,532318,6080959,9.503650431,54.87465071
606,SEERDRUP Å,SEERDRUP Å; JOHANNESDAL,646906,6132715,11.31515087,55.31885084
607,ÅRUP Å,ÅRUP Å; ÅRUP,468363,6305720,8.4806792,56.89411949
608,Elhøj BÆk,Elhøj BÆk; I Fajstrup øst; v. markvej,559456,6231116,9.958813577,56.22123135
609,SKELLERUP Å,SKELLERUP Å; FØR UDLØB,592032,6230267,10.48369035,56.20842046
610,LAVRINGE Å,LAVRINGE Å; FLÆDEVAD BRO,687598,6165996,11.97801625,55.60367975
611,NY HAVNEBÆK,NY HAVNEBÆK; ULSTRUP - OS LOBÆK,496486,6104698,8.944944789,55.0890116
612,HARALDSTED SØ; AFLØB,HARALDSTED SØ; AFLØB; DÆMNINGEN,673999,6151800,11.75350536,55.48131687
613,Harpes BÆk,Harpes BÆk; Nedstrøms Karstoft Mose,505284,6193104,9.084469028,55.88338498
614,Harpes BÆk,Harpes BÆk; Opstrøms Karstoft Mose,505109,6192306,9.081656463,55.87621675
616,SØMOSE BÆK,SØMOSE BÆK; PUMPESTATION,719288,6102454,12.43051132,55.02049795
617,LOBÆK,LOBÆK; 250M OS FRISKÆR BÆK,499509,6108409,8.992300901,55.12237182
620,VESTERBÆK,VESTERBÆK; AFLØB FRA HORNBÆK SØ,714954,6221314,12.45524419,56.08852628
621,SØDERUP Å,SØDERUP Å; BREDEVAD,509361,6091652,9.146234724,54.97169987
622,ARNÅ,ARNÅ; ARNDRUP,506035,6100194,9.09445728,55.04851301
623,ARNÅ,ARNÅ; SOLVIG GÅRD,497384,6091214,8.959137563,54.96784484
624,GRAVBÆK,GRAVBÆK; AFLØB THORSØ,534849,6220589,9.560639378,56.12909294
625,HOLMDRUP MOSE,HOLMDRUP MOSE; HOLMDRUP MOSE; T.T. TILLØB 1,605225,6108214,10.6495212,55.10945377
626,Forb.løb - Helle Sø og Flynder,Forb.løb - Helle Sø og Flynder; 300 m ns. Helle Sø,493233,6258053,8.890170697,56.4669119
627,AVL. 31L,AVL. 31L; LYSEBRO,667909,6067974,11.60775031,54.73095807
628,Holevad BÆk,Holevad BÆk; 25 m ops. vej ved udløb,558099,6130638,9.915527945,55.31869375
629,ODDERBÆK,ODDERBÆK; RISKÆR,533502,6291711,9.548091885,56.7681412
630,ODDERBÆK,ODDERBÆK; TILLLØB KULSØ,519401,6198577,9.310531043,55.93219798
631,ODDERBÆK,ODDERBÆK; HOVEDDRÆNSTATION,533119,6290918,9.541723738,56.76104472
632,ODDERBÆK,ODDERBÆK; FARSØ BROEN,531764,6289137,9.519340382,56.74513944
633,ODDERBÆK,ODDERBÆK; SDR. GISLUM; OS TILLØB,531829,6289411,9.520437109,56.74759649
634,HODAL BÆK,HODAL BÆK; IDV. 579 - NS BRO V.SKIVEVEJ,548296,6277710,9.787468111,56.64107109
635,ÆBELHOLT Å,ÆBELHOLT Å; SØSTERBRO MØLLE,699103,6204768,12.18864804,55.94695489
636,Odder Å,Odder Å; Opstrøms Odder By,570754,6203101,10.13355526,55.96802564
637,VEKSØMOSE VANDLØB,VEKSØMOSE VANDLØB; VÅRSØGÅRD; AFLØB FRA FUGLSØ,702531,6184500,12.22832467,55.76370262
638,ROMDRUP Å,ROMDRUP Å; V. LODSHOLM BRO,562322,6319632,10.02637444,57.01597104
639,RÅRUP Å,RÅRUP Å; ÅSTRUP,560669,6180354,9.966920513,55.7650497
640,HALSTED Å,HALSTED Å; BORGE BRO,645335,6081865,11.26445133,54.86272581
641,HALSTED Å,HALSTED Å; PUMPESTATION INDV.,638624,6076663,11.15747803,54.81791421
642,FRUERSKOV BÆK,FRUERSKOV BÆK; T.T.FLENSBORG FJORD,532473,6080741,9.506041337,54.87268167
643,FRUERSKOV BÆK,FRUERSKOV BÆK; Kelstrup Skov; nedenfor vejgennemløb,532266,6080661,9.502806754,54.87197616
646,TAPS Å,TAPS Å; VED RENSNINGSANLÆG,531523,6134160,9.497162684,55.35276127
647,OVERKLIT GRØFTEN,OVERKLIT GRØFTEN; NV.F. JESPERSMINDE,554698,6368212,9.911537304,57.453284
648,ENGELSHOLM SØ; TILLØB E10,ENGELSHOLM SØ; TILLØB E10; T.T.ENGELSHOLM SØ; E10,519336,6174681,9.30779082,55.71749333
649,Afløb Skanderborg Lillesø,Afløb Skanderborg Lillesø; Dagmarbro,558273,6209613,9.935040732,56.02820426
650,HUMMELBÆK,HUMMELBÆK; T.T. HOSTRUP SØ,528097,6091630,9.438914341,54.97079814
651,JAVNGYDE BÆK,JAVNGYDE BÆK; OS RENSNINGSANLÆG,551210,6218306,9.823385921,56.10710826
652,ELLEBÆK,ELLEBÆK; ELLEBÆK BRO,472877,6248206,8.560817604,56.37771411
653,HØNEPILSGRØFTEN,HØNEPILSGRØFTEN; S. F. BALLEGÅRD,685939,6180498,11.96154048,55.73444912
654,HEJREDE SØ; AFLØB,HEJREDE SØ; AFLØB; PUMPESTATION,666564,6068829,11.58737462,54.73908117
655,TIM Å,TIM Å; V. SØNDERBY,454474,6228810,8.266199571,56.20205139
656,ARRESKOV SØ; TILLØB 1,ARRESKOV SØ; TILLØB 1; ARRESKOV SØ; TILLØB 1,582790,6114675,10.29982687,55.17175188
657,BrÆndholm BÆk,BrÆndholm BÆk; Tilløb vådområde Grøngrøft,534876,6089012,9.544488772,54.94684436
658,KARLSØ; AFLØB,KARLSØ; AFLØB; KARLSØ; AFLØB,533747,6207786,9.541297128,56.01414436
659,FELDBÆK,FELDBÆK; SØ FOR FELDBÆKGÅRD,596179,6240381,10.55419602,56.29843726
660,Tissingvig afløb,Tissingvig afløb; Thissingvej-Ålekistevej,477389,6285995,8.630583567,56.71744617
662,SALTEN Å,SALTEN Å; VED ANSØ VEJBRO,528498,6212307,9.457587525,56.05510448
663,SALTEN Å,SALTEN Å; SALTENBRO,536142,6213204,9.580440636,56.06264745
664,SALTEN Å,SALTEN Å; RYE BRO,542977,6212759,9.69013109,56.05808453
665,TornbÆk,TornbÆk; Oksbølvej,549560,6097880,9.775251653,55.02528624
668,FÆSTNINGSKANALEN,FÆSTNINGSKANALEN; 1. BATARDEAU,716577,6169893,12.44023833,55.62661163
669,Tilløb 1; Bølling vådområde,Tilløb 1; Bølling vådområde; Bølling vådområde,521988,6161670,9.348963049,55.60047285
670,RÅSTED LILLE Å,RÅSTED LILLE Å; HVODAL,463218,6242385,8.405239401,56.32476604
671,RÅSTED LILLE Å,RÅSTED LILLE Å; SKÆRUM MØLLE,460059,6243446,8.354001285,56.33404225
672,VALSGÅRD BÆK,VALSGÅRD BÆK; VED TRENBAKKE,552307,6279107,9.853143021,56.65318953
674,TUDEÅ,TUDEÅ; VALBYGÅRD,645348,6144816,11.29690851,55.42796424
675,TUDEÅ,TUDEÅ; ØRSLEV,650705,6150178,11.38438698,55.4744864
676,TUDEÅ,TUDEÅ; SKRÆTHOLM,656796,6153208,11.48236753,55.4997737
677,SKÆRBÆK,SKÆRBÆK; FAVRHOLT,526287,6215347,9.422385572,56.08254418
679,TOLSTRUP Å,TOLSTRUP Å; OPSTR. TILLØB FRA GEDVED,554145,6198658,9.866608726,55.93026933
681,JÆGERSPRIS KANAL,JÆGERSPRIS KANAL; PUMPESTATION,687545,6197315,11.99866953,55.8847286
682,DONS NØRRESØ; TILLØB N4,DONS NØRRESØ; TILLØB N4; T.T.DONS NØRRESØ; N4,526600,6157390,9.421743834,55.56178559
683,TORPE KANAL,TORPE KANAL; STORKEBJERG,668919,6136004,11.66365193,55.34131151
684,TREND Å,TREND Å; FREDBJERG BRO,517582,6297341,9.288033916,56.81959178
685,TREND Å,TREND Å; V. TREND,512897,6299310,9.211383068,56.83743413
686,RÆvs å,RÆvs å; Ns rørbro,573625,6206530,10.18047909,55.99839707
688,SEEST MØLLEÅ,SEEST MØLLEÅ; MØGELMOSEHUS - OS KOLDING Å,525570,6149739,9.404707243,55.49309328
691,KONGSHØJ Å,KONGSHØJ Å; 6.05,610747,6121558,10.74125857,55.22810765
694,LILDFROST BÆK,LILDFROST BÆK; OS FÅRUP SØ,524319,6176027,9.38722814,55.729363
698,Afløbet fra Dystrup Sø,Afløbet fra Dystrup Sø; Markvej mellem Dystrup Sø og Ramten Sø,600292,6257051,10.62699828,56.44729539
699,HOVE Å,HOVE Å; HOVE MØLLE,701829,6180399,12.21412586,55.72720505
700,HOVE Å,HOVE Å; S. F. GUNDSØGÅRD,696941,6180177,12.13625715,55.72722368
701,HOVE Å,HOVE Å; TOSTHOLM BRO,702475,6175281,12.22061305,55.68102127
702,STOKKEBÆKKEN,STOKKEBÆKKEN; 1.80,613751,6116067,10.78625492,55.17810598
703,EJBY Å,EJBY Å; V. ÅHUSE,679133,6176300,11.85054447,55.69933888
704,Non Mølleå,Non Mølleå; NON ML. DAMB. - afløb Hald Sø,522729,6250397,9.368225348,56.39763004
705,Fajstrup BÆk,Fajstrup BÆk; Opstrøms Lading sø v. vej,559368,6231100,9.957391091,56.22109861
707,KÆrum Å,KÆrum Å; Møllerhuse,557903,6124461,9.911167378,55.26321742
708,Vedsø Nonbo; afløb,Vedsø Nonbo; afløb; Mellem Vedsø Nonbo og Vedsø Rindsholm,524674,6251237,9.399813942,56.40507917
709,VIDÅ,VIDÅ; EMMERSKE,495466,6089628,8.929203107,54.95357853
711,SLOTSMØLLE Å,SLOTSMØLLE Å; ÅBENRÅ,525893,6099551,9.405202659,55.04209709
713,VÆREBRO Å,VÆREBRO Å; NEDRE VÆREBRO,695750,6184404,12.12035036,55.76563069
715,VÆREBRO Å,VÆREBRO Å; V. VEKSØ BRO,702532,6181933,12.22643731,55.74067352
716,VEJLESØ KANAL,VEJLESØ KANAL; OPSTRØMS FURESØ,716860,6190409,12.46097678,55.81049435
717,MARREBÆKSRENDE,MARREBÆKSRENDE; LILLE KØBELEV,637924,6085677,11.15089736,54.89905578
719,Stampemølle BÆk,Stampemølle BÆk; Opstrøms Odder Å,572323,6204864,10.15916016,55.98362924
720,Hvidkilde Sø; tilløb 7,Hvidkilde Sø; tilløb 7; Hvidkilde Sø; tilløb 7,596935,6102964,10.5178316,55.06398205
721,VIDKÆR Å,VIDKÆR Å; ns VidkÆr Dambrug,532486,6311317,9.533973869,56.94433986
723,RØDÅ,RØDÅ; GREN; VEST FOR KLOVTOFT,509918,6101176,9.155266301,55.05727525
724,ODENSE Å,ODENSE Å; NS EJBY SLUSE (9.45),589919,6140164,10.4198683,55.39948181
725,ODENSE Å,ODENSE Å; Kratholm (22.35),584157,6132337,10.32655741,55.33019046
726,ODENSE Å,ODENSE Å; Os Åsumvej,591657,6139933,10.4472267,55.39708513
727,ODENSE Å,ODENSE Å; AFLØB ARRESKOV SØ,584484,6113854,10.32617042,55.16408986
728,ODENSE Å,ODENSE Å; EJBY MØLLE; NS RENS (ST 8.45),590239,6140240,10.42494408,55.40010577
729,ODENSE Å,ODENSE Å; NØRRE BROBY (ST 35.80),578113,6123987,10.22899132,55.25617176
730,ODENSE Å,ODENSE Å; OPS. VIBÆKRENDEN,582012,6131262,10.29244144,55.32089535
731,ODENSE Å,ODENSE Å; BrobyvÆrk,579942,6121411,10.25702977,55.2327362
733,LYSTRUP Å,LYSTRUP Å; NEDST. KULSØ,530614,6209638,9.491257641,56.03099408
734,LYSTRUP Å,LYSTRUP Å; SKÅNING BRO,530805,6209279,9.494281243,56.02775638
735,Silkeborg Langsø; Midtbassin,Silkeborg Langsø; Midtbassin; Afløb,534459,6225640,9.555019243,56.17450096
736,HØJEN Å,HØJEN Å; STOKBRO OS TILLØB,532887,6170304,9.522962567,55.6774361
737,HØJEN Å,HØJEN Å; NEDERBRO,531166,6172443,9.495839874,55.69676868
738,Trampemose BÆk,Trampemose BÆk; Ved NÆsvej,546355,6098028,9.725145475,55.02692511
739,ÅMOSE Å,ÅMOSE Å; BROMØLLE,650366,6165418,11.38730938,55.61141297
741,LILLEÅ,LILLEÅ; KRAGEBRO,683663,6142226,11.89991159,55.39186518
743,HASSERIS Å,HASSERIS Å; FREJLEV,549084,6319586,9.808378224,57.017155
744,HASSERIS Å,HASSERIS Å; NS HYLLESTRØMMEN; SF V.ENGGÅRD,551515,6320689,9.848635874,57.02679781
745,Tilløb til LindkÆr vådområde-drÆntilløb,Tilløb til LindkÆr vådområde-drÆntilløb; DrÆntilløb,599090,6124030,10.55892614,55.25279008
746,MOSTGÅRD BÆK,MOSTGÅRD BÆK; PEDERSDAL DAMB.,521818,6247468,9.353223235,56.37135822
747,Søbo Sø; tilløb 3,Søbo Sø; tilløb 3; Søbo Sø; tilløb 3,576675,6118152,10.20478659,55.20397524
748,HEVRING Å,HEVRING Å; VADBRO,586068,6264691,10.39885433,56.51872408
750,TVED Å,TVED Å; RÅDMANDSVEJLE BRO,486094,6132196,8.780776313,55.33592735
756,TVÆRMOSE BÆK,TVÆRMOSE BÆK; V2,502210,6240980,9.035724734,56.31356511
757,TVÆRMOSE BÆK,TVÆRMOSE BÆK; V5; 500M NV FOR MARIANNESMINDE,502948,6238576,9.047627652,56.29196236
758,HOLLÆNDERDAM; TILLØB,HOLLÆNDERDAM; TILLØB; TILLØB TIL HOLLÆNDERDAM,538335,6087120,9.59823557,54.929589
759,Bundsø; rørtilløb 1,Bundsø; rørtilløb 1; Rørtilløb 1,548658,6098032,9.761169231,55.02674109
762,ANSAGER Å,ANSAGER Å; VED LAURBORG BRO,486512,6172322,8.785413053,55.69649495
763,SØNDERSØ; TILLØB,SØNDERSØ; TILLØB; SØNDERSØ;TILLØB KIRKE VÆRLØSE,709389,6186475,12.33895132,55.77850114
764,Afløb fra Hjulby Mose,Afløb fra Hjulby Mose; Udstrømningsområde,609310,6132561,10.72295129,55.3272563
765,TYSTRUP SØ; T.T.,TYSTRUP SØ; T.T.; DYREHAVE,664823,6134870,11.59847135,55.33252193
766,Ulstrup Å,Ulstrup Å; OS drÆn fra campingplads,599021,6235359,10.59821877,56.25274982
767,FLYNDER Å,FLYNDER Å; BÆKMARKSBRO,457371,6251972,8.309145063,56.41040344
768,FLYNDER Å,FLYNDER Å; S.F. EllebÆk; OS Tangsø,455006,6252071,8.270803759,56.41107348
769,Kestrup BÆk,Kestrup BÆk; Ca. 15 meter før udløb i Hoptrup å.,529585,6115045,9.464589915,55.18111957
770,HINNERUP Å,HINNERUP Å; SPANG 150M NS. SAMMENLØB,504570,6286917,9.074681497,56.72625439
771,HINNERUP Å,HINNERUP Å; TINDSKOV BRO; N FOR ØSTERGÅRD,499364,6291298,8.989595812,56.76563461
773,HEMMET BÆK,HEMMET BÆK; NORD FOR HEMMET,461104,6190140,8.378661371,55.85521366
774,Kompanigrøften,Kompanigrøften; Kompanigrøften,447094,6231543,8.146715338,56.22584081
779,Tilløb til SkallebÆk fra Rådvad,Tilløb til SkallebÆk fra Rådvad; NV Rådvad,527369,6153933,9.433593944,55.53068067
780,Grøngrøft,Grøngrøft; Tilløb vådområde Grøngrøft,535107,6089230,9.548121645,54.94878712
782,HUNSE Å,HUNSE Å; ÅHAVE; NS SLUSE,660449,6073694,11.49517418,54.78474894
783,Bueris BÆk,Bueris BÆk; Egå Engsø,575024,6231405,10.20989521,56.22162727
784,LUNDE Å,LUNDE Å; 7.25,584859,6149614,10.3428734,55.48527531
785,NON MØLLEÅ,NON MØLLEÅ; NON MØLLE,522994,6250725,9.372547205,56.40056403
786,LILLEMØLLE Å,LILLEMØLLE Å; VED REVN,611506,6251266,10.80635714,56.39282985
787,ENGELSHOLM SØ; TILLØB E8,ENGELSHOLM SØ; TILLØB E8; ANDERI,520373,6175224,9.324337946,55.72232984
789,Gudsø Mølleå,Gudsø Mølleå; Sø for Sigvardsminde,535553,6154404,9.563303401,55.5343853
790,Tilløb vådområde Grøngrøft,Tilløb vådområde Grøngrøft; DrÆn 4; 15 cm lerrør,535048,6088872,9.547156837,54.94557425
791,Tilløb vådområde Grøngrøft,Tilløb vådområde Grøngrøft; DrÆn 5; 50 cm rør,535375,6088830,9.552256407,54.94517376
792,BRUDESØBÆK,BRUDESØBÆK; T.T. HOSTRUP SØ,526354,6091636,9.411687609,54.97094726
793,Sillebro Å,Sillebro Å; Frederikssund,692170,6192134,12.06883112,55.83642149
794,VENNER Å,VENNER Å; VENNERS BRO,457295,6210796,8.314549184,56.04047283
795,Karls MøllebÆk,Karls MøllebÆk; Afløb Kilstrup sø; Lånhusvejen,558090,6280698,9.947810222,56.66679916
796,HANSTED Å,HANSTED Å; ST. HANSTED BRO,552778,6192985,9.843625085,55.87945443
797,TUSE Å,TUSE Å; NYBRO,662560,6175718,11.58678989,55.69995026
798,RINGKLOSTER Å,RINGKLOSTER Å; KLOSTERBRO,560096,6207974,9.963920884,56.01325493
799,SØGÅRD SØ; TILLØB S5,SØGÅRD SØ; TILLØB S5; T.T.SØGÅRD SØ; S5,520741,6142458,9.327735192,55.42789791
800,Stistrup å,Stistrup å; Stistrup å,515303,6290562,9.250293152,56.75877179
802,Til. T1 til Sandbjerg Mølledam,Til. T1 til Sandbjerg Mølledam; fra Ø. Sottrup-Nydam,547335,6089780,9.739111309,54.95271887
803,LADEGÅRDS Å,LADEGÅRDS Å; HJULBY BRO - ST. 3.8 KM,611554,6132142,10.75813631,55.32298925
804,FLADSÅ,FLADSÅ; RETTESTRUP,676652,6118820,11.77465749,55.18436047
805,FLADSÅ,FLADSÅ; JØRGENSMINDE,683979,6119404,11.88996153,55.18693087
806,GjÆven,GjÆven; Tilløb til Hellesø,492909,6256945,8.884942247,56.45695259
807,LANDSLEDGRØFT,LANDSLEDGRØFT; SLOTSHØJ,714701,6098531,12.3559492,54.98730474
808,LANDSLEDGRØFT,LANDSLEDGRØFT; LANDSLED,715865,6098644,12.37419353,54.98781558
810,VEJSTRUP Å,VEJSTRUP Å; 1.80,610380,6106407,10.72959036,55.09210244
811,BEDSTED BÆK,BEDSTED BÆK; WILHELMSMINDEVEJ,461298,6296533,8.366111549,56.8110556
812,MØLLEÅ,MØLLEÅ; STAMPEN MØLLE,722459,6190326,12.55007599,55.80720553
813,MØLLEÅ,MØLLEÅ; V. RØDE BRO,724012,6190560,12.57499787,55.80858679
814,MØLLEÅ,MØLLEÅ; AFLØB FURESØ,716099,6187069,12.4462069,55.78087883
815,TULSTRUP MØLLEBÆK,TULSTRUP MØLLEBÆK; OPST. SØBYGÅRD SØ,550744,6235230,9.819126116,56.25919915
816,TULSTRUP MØLLEBÆK,TULSTRUP MØLLEBÆK; SØBYGÅRD TILLØB 50M,550694,6235193,9.818312,56.2588721
817,LINDVED Å,LINDVED Å; 1.20,592348,6139237,10.45790325,55.39070345
818,LINDVED Å,LINDVED Å; NYBORG LDV.-ODENSE,592051,6139392,10.45326726,55.3921516
819,GJERN Å,GJERN Å; SMINGEVAD BRO,542358,6230281,9.682976862,56.21555924
820,GJERN Å,GJERN Å; JERNBANE DÆMNING,545369,6231453,9.731722247,56.22581083
821,GJERN Å,GJERN Å; BLÅMOSE,549379,6234362,9.796932235,56.25154513
822,GJERN Å,GJERN Å; SØBYGÅRD AFLØB,549344,6234693,9.796429169,56.25452237
823,GJERN Å,GJERN Å; AFLØB FRA SØBYGÅRD SØ,549303,6234702,9.795769165,56.25460748
824,ÅRHUS Å,ÅRHUS Å; MUSEUMSBRO,574350,6224106,10.19698545,56.15616833
825,ÅRHUS Å,ÅRHUS Å; BRABRAND SØ; TILLØB,568081,6223059,10.09581277,56.14769912
826,ÅRHUS Å,ÅRHUS Å; BRABRAND SØ; AFLØB,571112,6222286,10.14438181,56.14031316
827,ÅRHUS Å,ÅRHUS Å; BERING BRO,565351,6217212,10.05044758,56.0955558
828,ÅRHUS Å,ÅRHUS Å; VED SKIBBY,564645,6221589,10.04016174,56.13497168
829,ÅRHUS Å,ÅRHUS Å; AFLØB FRA SOLBJERG SØ,566450,6213299,10.06713741,56.06025276
830,ÅRHUS Å,ÅRHUS Å; TILLØB BRABRAND SØ,567621,6223063,10.08841126,56.14780047
831,ÅRHUS Å,ÅRHUS Å; ALDRUP MØLLE,567562,6213794,10.08511661,56.0645438
832,ÅRHUS Å,ÅRHUS Å; OPSTRØMS EDSLEV MØLLE,564552,6218222,10.03785096,56.10473752
833,Tilløb til BjørnkÆr fra vest,Tilløb til BjørnkÆr fra vest; Tilløb til BjørnkÆr,488721,6261465,8.816793053,56.4974796
834,FUGLEBÆKS Å,FUGLEBÆKS Å; KIRKEÅSVEJEN,660827,6195876,11.57114289,55.88147083
835,Bundsø; rørtilløb 2,Bundsø; rørtilløb 2; Rørtilløb 2,548516,6097993,9.758941485,55.02640453
838,NØRREGÅRD; DRÆN,NØRREGÅRD; DRÆN; DRÆN 8 (NØRREGÅRD),564661,6135683,10.02007915,55.363202
839,GEJL Å,GEJL Å; S FOR RØDE MOSE,530424,6082272,9.474273642,54.88656849
840,GEJL Å,GEJL Å; SV FOR BAJSTRUP,517210,6083763,9.268375789,54.9005968
841,Feldsted Kog afløb,Feldsted Kog afløb; Kytterupvej,456482,6241001,8.296556253,56.3117618
842,LANGVAD Å,LANGVAD Å; HOVEDLØBET,688018,6169442,11.98702559,55.63443977
843,LANGVAD Å,LANGVAD Å; BILØBET,688425,6169258,11.9933557,55.63263123
845,LANGVAD Å,LANGVAD Å; KATTINGEVÆRK,689443,6173089,12.01214275,55.66661163
846,LANGVAD Å,LANGVAD Å; STOREMØLLEBRO,687635,6168482,11.98029573,55.62597326
848,LEDREBORG Å,LEDREBORG Å; VED LILLEBRO,687155,6166707,11.97147721,55.61023031
849,SLOGSBÆK,SLOGSBÆK; T.T. ST.SØGÅRD SØ; C5,528496,6087416,9.444728768,54.93290755
850,LUNDGÅRDSBÆK,LUNDGÅRDSBÆK; EGELUND,557458,6288512,9.939246719,56.73706813
852,MADEMOSE Å,MADEMOSE Å; TØRSLEV BRO,689377,6188085,12.02147989,55.80119465
853,MADEMOSE Å,MADEMOSE Å; S FOR TØRSLEV,689889,6187970,12.02955578,55.79996196
854,Ejby Å (Kvl.107),Ejby Å (Kvl.107); V. FLÆKKEBAKKE,678955,6176573,11.84789417,55.70185454
855,FLØJBJERG BÆK,FLØJBJERG BÆK; EGELUND,521575,6143165,9.340967981,55.43421474
856,FLØJBJERG BÆK,FLØJBJERG BÆK; SKOVLY,522383,6143226,9.353742123,55.43472661
857,BINDERUP Å,BINDERUP Å; BINDERUP MØLLE; NS,541047,6317502,9.675686613,56.99921926
859,AVL. 48L,AVL. 48L; PUMPESTATION,676609,6080304,11.75020504,54.83865786
860,BOLBRO BÆK,BOLBRO BÆK; BASSEKLINT,505754,6101532,9.090086182,55.06054006
861,BOLBRO BÆK,BOLBRO BÆK; NØREKÆR,508130,6103780,9.12734953,55.08070804
862,BOLBRO BÆK,BOLBRO BÆK; BEDSTED MARK,505455,6100991,9.085394615,55.05568183
863,NÆLDEVADS Å,NÆLDEVADS Å; STRÆDESKOV (32L),658659,6078324,11.46990187,54.82688774
866,NørbÆk,NørbÆk; OS SønderbÆk - Till. Munkesø,491150,6128155,8.860609659,55.29973222
867,TÅSTRUP BÆK,TÅSTRUP BÆK; AFLØB FRA TÅSTRUP SØ,560990,6220761,9.98117204,56.12801441
868,TÅSTRUP BÆK,TÅSTRUP BÆK; OPSTRØMS TÅSTRUP SØ,560285,6220942,9.969873169,56.12972996
869,Kruså Møllesø; afløb 2,Kruså Møllesø; afløb 2; Skovvandløbet,525356,6077412,9.394844938,54.84317725
870,TUDSERENDEN,TUDSERENDEN; VEJ RUDKØB.-SPODSB.,616253,6087713,10.81397084,54.92285404
871,TRANEGÅRD LILLE Å,TRANEGÅRD LILLE Å; TRANEGÅRD,699089,6122989,12.12945502,55.21324755
872,Knud Å,Knud Å; Afløb Knud Sø,546237,6217014,9.743211297,56.09600799
873,GRINDSTED Å,GRINDSTED Å; VED EG BRO,487984,6179470,8.80851757,55.76076051
878,RIBE Å,RIBE Å; V. KAMMERSLUSEN,479520,6132645,8.677108019,55.33973212
879,RIBE Å,RIBE Å; V. STAVNAGER BRO,492176,6130699,8.876698541,55.32260982
880,Egå,Egå; Lystrupvej; vest for Lille Mosegård,576569,6230519,10.23454876,56.21342261
881,KROBÆK,KROBÆK; KROBRO,692861,6117529,12.02799139,55.16672201
884,BJØRNSHOLM Å,BJØRNSHOLM Å; V. HOLME BRO,515962,6304612,9.261950851,56.88497001
885,BJØRNSHOLM Å,BJØRNSHOLM Å; VITSKØLKLOSTER,512906,6302960,9.211715663,56.87022416
