Lokalitetsnavn;ObservationsStedNr;ObservationsStedNavn;Dato;Xutm_Euref89_Zone32;Yutm_Euref89_Zone32;Parameter;Enhed;Resultat;Kontrol;Kvalitet
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740610";"548999";"6250172";"Vandføring";"m3/s";"11,3000001907349";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740609";"548999";"6250172";"Vandføring";"m3/s";"11,1000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740608";"548999";"6250172";"Vandføring";"m3/s";"11,1000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740607";"548999";"6250172";"Vandføring";"m3/s";"11,6999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740606";"548999";"6250172";"Vandføring";"m3/s";"11,3999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740605";"548999";"6250172";"Vandføring";"m3/s";"11,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740604";"548999";"6250172";"Vandføring";"m3/s";"12";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740603";"548999";"6250172";"Vandføring";"m3/s";"12";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740602";"548999";"6250172";"Vandføring";"m3/s";"11,5";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740601";"548999";"6250172";"Vandføring";"m3/s";"11,5";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740531";"548999";"6250172";"Vandføring";"m3/s";"11,5";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740530";"548999";"6250172";"Vandføring";"m3/s";"11,8999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740529";"548999";"6250172";"Vandføring";"m3/s";"12,1999998092651";"FagK";"GODK"
